latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
14.63219,101.07701,307.64,0.47,0.4,2025-10-01,1836,N20,VIIRS,n,2.0NRT,282.32,1.06,N
14.62903,101.09868,305.6,0.47,0.4,2025-10-01,1836,N20,VIIRS,n,2.0NRT,284.87,1.84,N
14.63284,101.07444,305.73,0.47,0.4,2025-10-01,1836,N20,VIIRS,n,2.0NRT,282.43,1.16,N
14.67425,100.8034,305.8,0.49,0.4,2025-10-01,1836,N20,VIIRS,n,2.0NRT,283.13,1.35,N
14.62981,101.09612,305.93,0.47,0.4,2025-10-01,1836,N20,VIIRS,n,2.0NRT,284.62,1.18,N
13.09313,100.87587,304.87,0.47,0.39,2025-10-01,1836,N20,VIIRS,n,2.0NRT,286.6,1.49,N
6.17962,100.73037,305.55,0.41,0.37,2025-10-01,1838,N20,VIIRS,n,2.0NRT,290.83,0.62,N
6.96886,100.76905,304.83,0.41,0.37,2025-10-01,1838,N20,VIIRS,n,2.0NRT,291.43,0.79,N
9.15353,99.4333,334.66,0.47,0.64,2025-10-02,0724,N20,VIIRS,n,2.0NRT,289.46,2.7,D
14.6351,101.07881,302.48,0.62,0.54,2025-10-02,1815,N20,VIIRS,n,2.0NRT,288.42,2.29,N
14.65016,101.03828,308.75,0.62,0.54,2025-10-02,1815,N20,VIIRS,n,2.0NRT,288.21,3.01,N
9.04135,99.58077,308.04,0.33,0.55,2025-10-02,1817,N20,VIIRS,n,2.0NRT,286.83,1.31,N
16.3589,104.17814,329.93,0.64,0.72,2025-10-03,0525,N20,VIIRS,n,2.0NRT,285.39,3,D
14.6346,101.07271,296.2,0.59,0.7,2025-10-03,1938,N20,VIIRS,n,2.0NRT,268.74,1.32,N
15.37029,100.09598,332.25,0.46,0.39,2025-10-04,0646,N20,VIIRS,n,2.0NRT,292.43,2.89,D
7.87143,100.26764,336.99,0.4,0.37,2025-10-04,0646,N20,VIIRS,n,2.0NRT,291.75,3.85,D
15.73962,99.74357,334.66,0.45,0.39,2025-10-04,0648,N20,VIIRS,n,2.0NRT,293.82,4.23,D
16.5092,99.85703,331.42,0.46,0.39,2025-10-04,0648,N20,VIIRS,n,2.0NRT,290.25,2.77,D
14.00811,100.73591,309.92,0.55,0.51,2025-10-04,1919,N20,VIIRS,n,2.0NRT,277.08,1.77,N
14.63569,101.07329,298.11,0.57,0.52,2025-10-04,1919,N20,VIIRS,n,2.0NRT,272.22,2.23,N
7.88248,98.2971,328.47,0.4,0.44,2025-10-05,0625,N20,VIIRS,n,2.0NRT,296.15,5.88,D
14.48502,100.47877,339.52,0.4,0.37,2025-10-05,0627,N20,VIIRS,n,2.0NRT,296.55,7.88,D
14.82314,101.09335,338.31,0.39,0.36,2025-10-05,0627,N20,VIIRS,n,2.0NRT,298.96,4.27,D
13.83929,102.32383,331.2,0.38,0.36,2025-10-05,0627,N20,VIIRS,n,2.0NRT,291.05,4.07,D
16.11724,99.98085,334.45,0.4,0.37,2025-10-05,0627,N20,VIIRS,n,2.0NRT,292.08,3.1,D
16.17215,100.28553,337.57,0.39,0.37,2025-10-05,0627,N20,VIIRS,n,2.0NRT,293.6,4.64,D
14.97035,100.14255,346.01,0.4,0.37,2025-10-05,0627,N20,VIIRS,n,2.0NRT,297.84,8.45,D
16.46406,100.26151,333.7,0.39,0.36,2025-10-05,0627,N20,VIIRS,n,2.0NRT,291.23,3.34,D
14.84219,100.58659,338.85,0.39,0.37,2025-10-05,0627,N20,VIIRS,n,2.0NRT,298.03,3.24,D
16.36648,100.09405,331.47,0.4,0.37,2025-10-05,0627,N20,VIIRS,n,2.0NRT,290.35,2.98,D
14.9718,100.14216,337.04,0.4,0.37,2025-10-05,0627,N20,VIIRS,n,2.0NRT,296.47,4.17,D
15.57421,102.28178,330.19,0.39,0.36,2025-10-05,0627,N20,VIIRS,n,2.0NRT,296.97,3.48,D
15.77147,99.70554,345.35,0.41,0.37,2025-10-05,0627,N20,VIIRS,n,2.0NRT,296.01,4.19,D
15.77207,99.70473,340.96,0.41,0.37,2025-10-05,0627,N20,VIIRS,n,2.0NRT,295.6,4.6,D
19.8929,99.90459,336.24,0.39,0.36,2025-10-05,0629,N20,VIIRS,n,2.0NRT,297.27,2.6,D
16.31451,103.42549,304.39,0.56,0.43,2025-10-05,1900,N20,VIIRS,n,2.0NRT,268.29,0.84,N
14.65007,101.04061,317.59,0.44,0.39,2025-10-05,1900,N20,VIIRS,n,2.0NRT,291.55,1.47,N
14.63329,101.07512,323.78,0.45,0.39,2025-10-05,1900,N20,VIIRS,n,2.0NRT,291.69,2.25,N
9.62924,99.10851,327.18,0.34,0.56,2025-10-06,0608,N20,VIIRS,n,2.0NRT,290.92,1.63,D
12.88527,101.12428,336.7,0.44,0.46,2025-10-06,0608,N20,VIIRS,n,2.0NRT,291.67,6.43,D
13.57932,100.62514,336.54,0.46,0.47,2025-10-06,0608,N20,VIIRS,n,2.0NRT,292.45,2.63,D
13.62082,100.52309,342,0.47,0.47,2025-10-06,0608,N20,VIIRS,n,2.0NRT,291.68,3.6,D
13.77067,100.98903,336.59,0.43,0.46,2025-10-06,0608,N20,VIIRS,n,2.0NRT,291.86,3.45,D
9.10293,98.91971,330.21,0.36,0.57,2025-10-06,0608,N20,VIIRS,n,2.0NRT,289.26,1.99,D
9.1032,98.91856,330.27,0.36,0.57,2025-10-06,0608,N20,VIIRS,n,2.0NRT,287.9,1.92,D
9.27047,99.63688,341.01,0.64,0.54,2025-10-06,0608,N20,VIIRS,n,2.0NRT,292.28,9.56,D
16.2846,100.1706,339.83,0.44,0.46,2025-10-06,0610,N20,VIIRS,n,2.0NRT,290.07,2.34,D
13.98562,100.58672,341.39,0.45,0.47,2025-10-06,0610,N20,VIIRS,n,2.0NRT,293.87,4.91,D
14.13956,100.36778,340.19,0.47,0.48,2025-10-06,0610,N20,VIIRS,n,2.0NRT,292.06,9.42,D
14.14044,100.36418,339.52,0.47,0.48,2025-10-06,0610,N20,VIIRS,n,2.0NRT,293.52,9.27,D
14.48902,100.69675,338.77,0.44,0.46,2025-10-06,0610,N20,VIIRS,n,2.0NRT,294.03,4.43,D
14.35021,99.67007,333.17,0.51,0.5,2025-10-06,0610,N20,VIIRS,n,2.0NRT,292.83,2.8,D
14.41759,99.87411,342.3,0.5,0.49,2025-10-06,0610,N20,VIIRS,n,2.0NRT,295.15,7.69,D
14.98764,100.63419,338.25,0.43,0.46,2025-10-06,0610,N20,VIIRS,n,2.0NRT,287.16,3.12,D
15.09313,100.54415,338.16,0.44,0.46,2025-10-06,0610,N20,VIIRS,n,2.0NRT,289.05,4.95,D
15.12272,100.58823,331.13,0.44,0.46,2025-10-06,0610,N20,VIIRS,n,2.0NRT,292.77,3.29,D
15.34982,100.18261,340.23,0.46,0.47,2025-10-06,0610,N20,VIIRS,n,2.0NRT,294.18,6.92,D
15.71461,100.03811,331.19,0.46,0.47,2025-10-06,0610,N20,VIIRS,n,2.0NRT,295.29,2.86,D
15.72026,99.82812,340.18,0.48,0.48,2025-10-06,0610,N20,VIIRS,n,2.0NRT,292.86,7.61,D
15.91756,99.5947,329.35,0.49,0.48,2025-10-06,0610,N20,VIIRS,n,2.0NRT,294.65,4.61,D
16.28459,100.17124,339.71,0.44,0.46,2025-10-06,0610,N20,VIIRS,n,2.0NRT,289.26,5.93,D
16.48953,100.24399,335.38,0.43,0.46,2025-10-06,0610,N20,VIIRS,n,2.0NRT,294.06,4.91,D
14.6327,101.07448,305.88,0.41,0.37,2025-10-06,1841,N20,VIIRS,n,2.0NRT,280.29,0.87,N
14.6293,101.09709,303.93,0.41,0.37,2025-10-06,1841,N20,VIIRS,n,2.0NRT,278.97,0.55,N
14.25175,99.98797,297.55,0.45,0.39,2025-10-06,1841,N20,VIIRS,n,2.0NRT,262.02,0.4,N
13.11306,100.91139,297.42,0.41,0.37,2025-10-06,1841,N20,VIIRS,n,2.0NRT,274.79,0.68,N
13.05751,101.07326,299.57,0.4,0.37,2025-10-06,1841,N20,VIIRS,n,2.0NRT,275.41,0.31,N
14.63214,101.07823,306.59,0.41,0.37,2025-10-06,1841,N20,VIIRS,n,2.0NRT,280.07,0.87,N
14.64868,101.03786,307.63,0.41,0.37,2025-10-06,1841,N20,VIIRS,n,2.0NRT,279.05,1.26,N
16.82035,99.94328,303.34,0.48,0.4,2025-10-06,1843,N20,VIIRS,n,2.0NRT,282.71,0.58,N
8.18619,100.27583,306.91,0.4,0.37,2025-10-06,1843,N20,VIIRS,n,2.0NRT,282.13,1.2,N
7.86263,100.26442,329.82,0.65,0.73,2025-10-07,0729,N20,VIIRS,n,2.0NRT,288.84,3.84,D
14.6338,101.07735,303.85,0.49,0.48,2025-10-07,1821,N20,VIIRS,n,2.0NRT,272.39,1.47,N
14.64801,101.03658,297.21,0.49,0.49,2025-10-07,1821,N20,VIIRS,n,2.0NRT,267.86,1.34,N
7.91625,100.08108,329.49,0.6,0.53,2025-10-08,0709,N20,VIIRS,n,2.0NRT,277.1,5.97,D
15.19405,100.37613,336.14,0.39,0.59,2025-10-08,0712,N20,VIIRS,n,2.0NRT,289.19,5.52,D
15.19464,100.37501,342.55,0.39,0.59,2025-10-08,0712,N20,VIIRS,n,2.0NRT,289.5,4.86,D
14.17701,100.16069,339.76,0.37,0.58,2025-10-08,0712,N20,VIIRS,n,2.0NRT,285.29,4.13,D
14.55456,100.65851,326.27,0.4,0.6,2025-10-08,0712,N20,VIIRS,n,2.0NRT,282.96,2.62,D
10.91851,99.183,343.83,0.44,0.39,2025-10-09,0652,N20,VIIRS,n,2.0NRT,289.71,9.22,D
15.56357,100.42412,327.37,0.39,0.44,2025-10-09,0654,N20,VIIRS,n,2.0NRT,272.34,2.53,D
17.30655,101.40131,328.28,0.47,0.48,2025-10-09,0654,N20,VIIRS,n,2.0NRT,292.23,3.56,D
17.63658,100.11707,328.26,0.4,0.44,2025-10-09,0654,N20,VIIRS,n,2.0NRT,295.35,1,D
14.63381,101.07384,309.08,0.36,0.57,2025-10-09,1925,N20,VIIRS,n,2.0NRT,277.54,0.82,N
14.65169,101.03832,302.9,0.36,0.57,2025-10-09,1925,N20,VIIRS,n,2.0NRT,281.14,1.04,N
14.12538,100.50913,332.31,0.38,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,287.71,1.6,D
14.67245,100.80396,336.51,0.39,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,299.75,4.76,D
15.07395,101.13195,349.55,0.39,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,299.17,13.75,D
14.99544,100.35847,330.57,0.38,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,297.74,2.06,D
15.07826,100.54503,331,0.38,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,298.31,2.68,D
15.07772,100.54147,335.04,0.38,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,299.07,3.64,D
15.51035,100.2152,332.32,0.38,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,296.74,1.9,D
15.62671,100.35633,333.56,0.38,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,297.45,2.95,D
16.36809,100.07247,342.84,0.38,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,294.47,5.88,D
16.78296,98.57668,335.24,0.39,0.37,2025-10-10,0633,N20,VIIRS,n,2.0NRT,300.36,3.17,D
17.17195,100.36259,335.64,0.39,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,299.38,3.7,D
14.63168,101.07785,333.08,0.39,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,295.53,3.37,D
14.07473,100.22062,335.53,0.38,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,294.87,4.54,D
12.85729,100.01256,338.1,0.39,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,284.76,2.86,D
14.26787,100.23885,334.17,0.38,0.36,2025-10-10,0633,N20,VIIRS,n,2.0NRT,298.13,2.46,D
18.68645,98.94954,328.21,0.39,0.36,2025-10-10,0635,N20,VIIRS,l,2.0NRT,301.3,2.36,D
18.62144,100.64463,332.65,0.4,0.37,2025-10-10,0635,N20,VIIRS,n,2.0NRT,299.06,2.71,D
19.63345,99.57182,336.83,0.39,0.36,2025-10-10,0635,N20,VIIRS,n,2.0NRT,297.92,4.02,D
12.42371,99.77431,305.55,0.49,0.4,2025-10-10,1908,N20,VIIRS,n,2.0NRT,281.55,1.17,N
11.76312,99.67403,340,0.45,0.47,2025-10-11,0614,N20,VIIRS,n,2.0NRT,292.49,7.96,D
17.31813,99.72814,328.5,0.55,0.43,2025-10-11,0616,N20,VIIRS,n,2.0NRT,295.55,4.95,D
17.60555,100.30413,328.32,0.5,0.41,2025-10-11,0616,N20,VIIRS,n,2.0NRT,297.4,3.61,D
18.10106,102.54548,331.5,0.4,0.37,2025-10-11,0616,N20,VIIRS,n,2.0NRT,296.1,1.84,D
18.40145,100.20564,332.99,0.5,0.41,2025-10-11,0616,N20,VIIRS,n,2.0NRT,294.79,3.27,D
18.41782,99.91687,332,0.52,0.41,2025-10-11,0616,N20,VIIRS,n,2.0NRT,293.97,2.85,D
18.44589,98.87656,335.37,0.39,0.44,2025-10-11,0616,N20,VIIRS,n,2.0NRT,295.65,1.52,D
18.67066,99.91618,331.56,0.51,0.41,2025-10-11,0616,N20,VIIRS,n,2.0NRT,298.14,3.77,D
19.6712,100.481,336.36,0.47,0.39,2025-10-11,0616,N20,VIIRS,n,2.0NRT,295.78,6.62,D
14.83558,103.56935,328.72,0.4,0.37,2025-10-11,0616,N20,VIIRS,n,2.0NRT,295.02,1.65,D
14.57182,99.39957,351.78,0.42,0.45,2025-10-11,0616,N20,VIIRS,n,2.0NRT,290.06,6.81,D
14.56961,99.39916,342.82,0.42,0.45,2025-10-11,0616,N20,VIIRS,n,2.0NRT,290.72,8.38,D
15.00943,100.46104,328.2,0.54,0.42,2025-10-11,0616,N20,VIIRS,n,2.0NRT,294.82,2.66,D
15.09071,100.49697,333.49,0.53,0.42,2025-10-11,0616,N20,VIIRS,n,2.0NRT,293.53,6.84,D
15.08887,100.49506,343.19,0.53,0.42,2025-10-11,0616,N20,VIIRS,n,2.0NRT,293.16,7.72,D
15.28197,99.91891,332.64,0.57,0.43,2025-10-11,0616,N20,VIIRS,n,2.0NRT,292.86,3.61,D
16.78315,98.56225,331.36,0.44,0.46,2025-10-11,0616,N20,VIIRS,n,2.0NRT,292.03,3,D
10.65043,99.28777,322.25,0.39,0.37,2025-10-11,1849,N20,VIIRS,n,2.0NRT,289.34,2,N
15.2793,104.2744,327.26,0.4,0.45,2025-10-12,0555,N20,VIIRS,n,2.0NRT,285.62,1.9,D
13.21679,101.21529,337.35,0.35,0.57,2025-10-12,0555,N20,VIIRS,n,2.0NRT,288.48,1.88,D
19.8458,100.35644,330.32,0.6,0.53,2025-10-12,0557,N20,VIIRS,n,2.0NRT,288.48,4.08,D
17.39119,101.43557,325.51,0.57,0.52,2025-10-12,0557,N20,VIIRS,n,2.0NRT,290.44,3.02,D
16.75097,104.76517,306.23,0.41,0.37,2025-10-12,1828,N20,VIIRS,n,2.0NRT,289.52,0.61,N
12.70187,101.13917,296.35,0.78,0.78,2025-10-14,1752,N20,VIIRS,n,2.0NRT,272.64,2.38,N
6.41882,100.41431,332.51,0.38,0.36,2025-10-15,0637,N20,VIIRS,n,2.0NRT,293.93,3.2,D
7.81772,99.99318,335.04,0.38,0.36,2025-10-15,0637,N20,VIIRS,n,2.0NRT,294.64,2.95,D
15.05163,100.50685,331.16,0.45,0.39,2025-10-16,0622,N20,VIIRS,n,2.0NRT,294.46,2.44,D
13.59364,101.32954,344.61,0.43,0.38,2025-10-16,0622,N20,VIIRS,n,2.0NRT,296.43,7.02,D
13.59711,101.32895,356.04,0.43,0.38,2025-10-16,0622,N20,VIIRS,l,2.0NRT,298.52,7.02,D
13.7297,100.54804,332.5,0.46,0.39,2025-10-16,0622,N20,VIIRS,n,2.0NRT,296.79,2.58,D
14.33764,100.66506,332.39,0.45,0.39,2025-10-16,0622,N20,VIIRS,n,2.0NRT,296.39,3.18,D
17.54131,99.91436,335.46,0.45,0.39,2025-10-16,0622,N20,VIIRS,n,2.0NRT,294.15,5.67,D
14.64931,101.04112,309.23,0.39,0.37,2025-10-16,1853,N20,VIIRS,n,2.0NRT,284.29,0.74,N
14.63409,101.07563,321.96,0.4,0.37,2025-10-16,1853,N20,VIIRS,n,2.0NRT,288.88,2.09,N
14.67507,100.80046,299.57,0.39,0.36,2025-10-16,1853,N20,VIIRS,n,2.0NRT,266.06,0.59,N
14.56873,100.76419,303.71,0.39,0.36,2025-10-16,1853,N20,VIIRS,n,2.0NRT,279.22,0.63,N
14.6499,101.0375,302.41,0.39,0.37,2025-10-16,1853,N20,VIIRS,n,2.0NRT,283.74,0.74,N
14.73891,101.03782,306.19,0.39,0.36,2025-10-16,1853,N20,VIIRS,n,2.0NRT,289.34,0.76,N
13.66683,102.54945,327.41,0.44,0.46,2025-10-17,0601,N20,VIIRS,n,2.0NRT,297.27,4.22,D
6.58379,100.8627,305.2,0.41,0.37,2025-10-17,1838,N20,VIIRS,n,2.0NRT,287.24,0.57,N
14.6746,100.80165,312.41,0.33,0.55,2025-10-18,1815,N20,VIIRS,n,2.0NRT,283.8,1.6,N
14.8719,100.78644,344.43,0.32,0.55,2025-10-19,0705,N20,VIIRS,n,2.0NRT,290.57,3.12,D
15.09535,101.27542,336.59,0.35,0.57,2025-10-19,0705,N20,VIIRS,n,2.0NRT,288.63,4.07,D
15.10058,101.27483,335.16,0.35,0.57,2025-10-19,0705,N20,VIIRS,n,2.0NRT,287.73,4.66,D
19.00452,100.65143,346.9,0.36,0.57,2025-10-19,0705,N20,VIIRS,n,2.0NRT,291.67,5.41,D
14.67374,100.79981,301.97,0.68,0.74,2025-10-19,1758,N20,VIIRS,n,2.0NRT,282.37,1.36,N
14.64968,101.03806,301.23,0.66,0.73,2025-10-19,1758,N20,VIIRS,n,2.0NRT,280.51,2.03,N
14.63436,101.0723,308.03,0.58,0.7,2025-10-19,1938,N20,VIIRS,n,2.0NRT,285.47,1.94,N
14.02974,101.30228,338.43,0.51,0.41,2025-10-20,0646,N20,VIIRS,n,2.0NRT,294.87,5.08,D
14.48267,100.69233,333.57,0.48,0.4,2025-10-20,0646,N20,VIIRS,n,2.0NRT,295.27,4.11,D
14.48634,100.6918,334.53,0.48,0.4,2025-10-20,0646,N20,VIIRS,n,2.0NRT,295.49,2.26,D
15.0442,100.51952,334.02,0.48,0.4,2025-10-20,0646,N20,VIIRS,n,2.0NRT,297.02,3.25,D
15.65564,100.13499,333.45,0.46,0.39,2025-10-20,0646,N20,VIIRS,n,2.0NRT,295.33,2.39,D
15.00836,101.12255,342.01,0.51,0.41,2025-10-20,0646,N20,VIIRS,n,2.0NRT,295.52,5.63,D
15.04394,100.51807,335.27,0.48,0.4,2025-10-20,0646,N20,VIIRS,n,2.0NRT,296.85,4.5,D
18.01175,104.28886,347.89,0.58,0.52,2025-10-20,0648,N20,VIIRS,n,2.0NRT,295.13,17.59,D
17.52295,100.22502,338.22,0.49,0.4,2025-10-20,0648,N20,VIIRS,n,2.0NRT,298.47,5.69,D
17.89041,101.05756,351.12,0.55,0.43,2025-10-20,0648,N20,VIIRS,n,2.0NRT,299.97,10.59,D
17.88974,101.05238,339.84,0.55,0.42,2025-10-20,0648,N20,VIIRS,n,2.0NRT,298.05,10.59,D
17.41668,100.06831,333.57,0.48,0.4,2025-10-20,0648,N20,VIIRS,n,2.0NRT,298.3,4.57,D
17.17268,100.05512,331.66,0.48,0.4,2025-10-20,0648,N20,VIIRS,n,2.0NRT,299.15,2.8,D
18.6859,98.90723,327.83,0.44,0.38,2025-10-20,0648,N20,VIIRS,l,2.0NRT,299.21,3.16,D
19.65586,100.5048,336.32,0.54,0.42,2025-10-20,0648,N20,VIIRS,n,2.0NRT,295.73,6.41,D
20.00131,100.23099,329.65,0.52,0.42,2025-10-20,0648,N20,VIIRS,n,2.0NRT,296.81,4.15,D
19.97838,99.93044,334.38,0.5,0.41,2025-10-20,0648,N20,VIIRS,n,2.0NRT,297,3.72,D
20.10188,99.78737,338.17,0.5,0.41,2025-10-20,0648,N20,VIIRS,n,2.0NRT,296.3,8.89,D
18.21572,102.99061,303.11,0.32,0.55,2025-10-20,1917,N20,VIIRS,n,2.0NRT,289.57,0.35,N
18.21502,102.9926,305.03,0.32,0.55,2025-10-20,1917,N20,VIIRS,n,2.0NRT,289.96,0.75,N
15.31,100.68099,333.21,0.39,0.36,2025-10-21,0627,N20,VIIRS,n,2.0NRT,292.78,8.47,D
13.61793,100.74604,330.08,0.4,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,295.47,1.99,D
13.61736,100.74239,334.17,0.4,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,293.47,1.99,D
14.50279,102.62067,334.63,0.39,0.36,2025-10-21,0627,N20,VIIRS,n,2.0NRT,298.69,3.25,D
14.67329,100.80338,332.01,0.39,0.36,2025-10-21,0627,N20,VIIRS,n,2.0NRT,294.49,3.18,D
14.96972,100.548,337.26,0.4,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,291.18,9.81,D
14.97363,100.55109,332.28,0.4,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,288.17,6.22,D
15.27699,101.14424,329.33,0.39,0.36,2025-10-21,0627,N20,VIIRS,n,2.0NRT,290.98,1.88,D
15.23966,100.43102,335.94,0.4,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,292.96,3.71,D
15.30667,100.68155,334.01,0.39,0.36,2025-10-21,0627,N20,VIIRS,n,2.0NRT,292.29,4.67,D
15.29655,100.42162,345.61,0.4,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,292.99,8.03,D
15.32518,99.91661,331.36,0.41,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,295.24,2.11,D
15.68747,99.68007,337.26,0.41,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,292.14,2.7,D
15.7365,99.96249,334.11,0.4,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,294.12,2.7,D
15.75526,99.86294,330.54,0.41,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,295.14,0.88,D
16.61749,100.45744,333.83,0.39,0.36,2025-10-21,0627,N20,VIIRS,n,2.0NRT,297.47,4.29,D
16.96359,100.04418,329.61,0.4,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,297.33,1.88,D
17.22984,100.26609,335.49,0.39,0.36,2025-10-21,0627,N20,VIIRS,n,2.0NRT,298.83,4.12,D
17.43669,99.7065,329.47,0.4,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,297,2.6,D
17.4469,99.66245,331.39,0.4,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,295.54,2.09,D
17.6054,100.23454,334.47,0.39,0.36,2025-10-21,0627,N20,VIIRS,n,2.0NRT,299.44,1.97,D
17.73673,100.66289,329.69,0.39,0.36,2025-10-21,0627,N20,VIIRS,n,2.0NRT,300.47,2.15,D
18.14476,100.20479,328.05,0.39,0.36,2025-10-21,0627,N20,VIIRS,l,2.0NRT,300.73,1.78,D
18.20604,99.60316,332.22,0.4,0.37,2025-10-21,0627,N20,VIIRS,n,2.0NRT,301,2.24,D
18.15438,98.50597,331.77,0.43,0.38,2025-10-21,0627,N20,VIIRS,n,2.0NRT,295.66,2.62,D
18.20239,98.64652,326.29,0.43,0.38,2025-10-21,0627,N20,VIIRS,n,2.0NRT,298.41,0.77,D
18.63746,100.64497,329.66,0.38,0.36,2025-10-21,0627,N20,VIIRS,n,2.0NRT,299.49,2.07,D
18.71241,99.04238,327.21,0.41,0.37,2025-10-21,0629,N20,VIIRS,n,2.0NRT,296.97,1.5,D
19.21733,99.63136,327.89,0.39,0.36,2025-10-21,0629,N20,VIIRS,l,2.0NRT,299.53,3.43,D
19.27623,99.5331,341.01,0.39,0.37,2025-10-21,0629,N20,VIIRS,n,2.0NRT,297.75,2.53,D
19.34122,99.15075,348.96,0.4,0.37,2025-10-21,0629,N20,VIIRS,n,2.0NRT,297.41,5.05,D
19.76855,99.67796,334.29,0.39,0.36,2025-10-21,0629,N20,VIIRS,n,2.0NRT,300.19,3.42,D
19.82362,99.66093,335,0.39,0.36,2025-10-21,0629,N20,VIIRS,n,2.0NRT,297.1,5.92,D
20.00905,100.26137,327.9,0.38,0.36,2025-10-21,0629,N20,VIIRS,n,2.0NRT,297.57,1.57,D
19.86222,99.17789,330.94,0.4,0.37,2025-10-21,0629,N20,VIIRS,l,2.0NRT,303.8,3.39,D
19.90085,99.18259,326.27,0.4,0.37,2025-10-21,0629,N20,VIIRS,n,2.0NRT,299.28,1.38,D
20.13202,99.78427,327.35,0.39,0.36,2025-10-21,0629,N20,VIIRS,n,2.0NRT,294.67,3.76,D
20.38336,100.06795,326.82,0.39,0.36,2025-10-21,0629,N20,VIIRS,n,2.0NRT,298.49,1.61,D
20.38722,100.07104,338.65,0.39,0.36,2025-10-21,0629,N20,VIIRS,n,2.0NRT,296.56,3.44,D
14.73718,101.03545,298.7,0.44,0.39,2025-10-21,1900,N20,VIIRS,n,2.0NRT,277.12,0.52,N
14.64941,101.04077,310.14,0.44,0.39,2025-10-21,1900,N20,VIIRS,n,2.0NRT,281.18,1.31,N
14.63263,101.07517,312.18,0.45,0.39,2025-10-21,1900,N20,VIIRS,n,2.0NRT,279.22,1.39,N
14.67257,100.80026,302.06,0.43,0.38,2025-10-21,1900,N20,VIIRS,n,2.0NRT,277.87,0.94,N
17.86267,104.3029,318.74,0.4,0.44,2025-10-21,1900,N20,VIIRS,n,2.0NRT,287.34,1.23,N
17.86379,104.30275,319.69,0.4,0.44,2025-10-21,1900,N20,VIIRS,n,2.0NRT,286.65,1.25,N
14.25024,99.9865,301.57,0.41,0.37,2025-10-21,1902,N20,VIIRS,n,2.0NRT,275.93,0.54,N
13.2845,101.18483,343.03,0.43,0.46,2025-10-22,0608,N20,VIIRS,n,2.0NRT,291,3.54,D
14.08265,100.23628,335.86,0.48,0.48,2025-10-22,0610,N20,VIIRS,n,2.0NRT,292.99,4.84,D
14.49687,99.85066,327.76,0.5,0.49,2025-10-22,0610,N20,VIIRS,n,2.0NRT,290.56,4,D
15.10671,100.49002,341.01,0.44,0.46,2025-10-22,0610,N20,VIIRS,n,2.0NRT,287.97,3.54,D
15.29305,101.0922,328.23,0.4,0.44,2025-10-22,0610,N20,VIIRS,n,2.0NRT,296.15,4.48,D
15.76775,100.86671,329.58,0.41,0.45,2025-10-22,0610,N20,VIIRS,n,2.0NRT,292.47,2.19,D
16.391,101.11831,327.84,0.39,0.44,2025-10-22,0610,N20,VIIRS,n,2.0NRT,296.26,2.52,D
17.1299,100.89292,341.48,0.39,0.44,2025-10-22,0610,N20,VIIRS,n,2.0NRT,284.47,3.6,D
17.15073,100.06223,332.06,0.43,0.46,2025-10-22,0610,N20,VIIRS,n,2.0NRT,295.22,3.36,D
17.49114,100.22552,325.68,0.42,0.45,2025-10-22,0610,N20,VIIRS,n,2.0NRT,292.93,1.8,D
18.19343,99.36659,330.09,0.46,0.47,2025-10-22,0610,N20,VIIRS,n,2.0NRT,291.29,2.63,D
18.59707,100.63297,325.04,0.57,0.43,2025-10-22,0610,N20,VIIRS,n,2.0NRT,292.7,2.9,D
19.0192,99.9087,326.84,0.41,0.45,2025-10-22,0610,N20,VIIRS,n,2.0NRT,295.16,1.32,D
19.27402,99.63297,327.1,0.42,0.46,2025-10-22,0610,N20,VIIRS,n,2.0NRT,296.65,2.97,D
