latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
16.16777,100.49659,343.13,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.34,6.59,D
16.17249,100.50385,347.62,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,304.32,5.44,D
16.24331,100.85427,332.33,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,304.37,2.47,D
16.20477,100.50627,339.69,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,304.05,4.19,D
16.18502,100.31839,341.11,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.15,12.78,D
16.18697,100.31881,338.74,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,304.93,12.04,D
16.3184,100.7746,331.4,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.93,2.25,D
16.32739,100.80855,332.83,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.11,1.52,D
16.18848,99.96011,330.67,0.45,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.61,2.19,D
16.24568,100.26324,346.27,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.47,6.54,D
16.33472,100.59269,334.38,0.42,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,304.8,2.18,D
16.21033,99.82823,333.6,0.45,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.74,1.23,D
16.33752,100.58819,330.78,0.42,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,303.88,4.39,D
16.33689,100.58784,334.81,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.81,2.39,D
16.35686,100.51608,345.04,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.16,4.67,D
16.26927,99.81345,333.69,0.45,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.72,3.17,D
17.0473,104.84007,333.42,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.92,3.18,D
17.04908,104.82777,341.34,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.07,4.17,D
16.89246,103.58308,333.25,0.39,0.36,2025-12-03,0624,N20,VIIRS,l,2.0NRT,304.82,2.8,D
17.32261,100.12572,333.07,0.43,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,304.89,3.43,D
17.31934,100.1058,340.33,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.99,2.75,D
17.76815,102.90147,331.12,0.39,0.36,2025-12-03,0624,N20,VIIRS,l,2.0NRT,302.91,2.16,D
17.60376,101.82481,329.62,0.39,0.36,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.88,2.87,D
17.29821,99.73411,331.52,0.44,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,299.95,5.11,D
17.29751,99.73,332.86,0.44,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.85,3.87,D
17.42031,100.14474,328.63,0.43,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,303.48,1.3,D
17.46,100.34428,330.3,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.98,2.62,D
17.44979,100.28164,331.11,0.42,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,303.67,2.28,D
17.43776,100.12119,328.47,0.43,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,303.46,1.97,D
17.44747,100.11535,341.77,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.58,5.86,D
17.50089,100.40116,330.36,0.42,0.37,2025-12-03,0624,N20,VIIRS,l,2.0NRT,303.98,2.12,D
17.45114,100.0942,333.94,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,304.86,1.81,D
17.46106,100.13337,333.71,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.09,1.4,D
17.48624,100.14182,333.29,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.96,2.78,D
17.4915,100.08774,345.76,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.97,9.32,D
17.52792,100.24412,335.59,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,304.54,3.64,D
17.51103,100.14146,328.54,0.43,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,303.39,2.2,D
17.94695,102.89328,335.58,0.39,0.36,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.39,2.95,D
17.49543,100.02539,332.59,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.46,2.49,D
17.50746,100.07668,331.2,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,304.14,1.18,D
17.5211,100.09473,329.19,0.43,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,303.71,2.68,D
17.52044,100.09075,334.17,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.03,3.9,D
17.22778,98.2234,344.65,0.52,0.42,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.72,11.34,D
17.53417,100.02254,336.53,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.41,3.69,D
17.24755,98.27008,330.59,0.52,0.42,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.14,3.79,D
17.56138,100.06737,337.72,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,306.04,6.74,D
17.62868,100.17363,344.08,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,304.4,5.94,D
18.07133,102.95415,350.58,0.39,0.36,2025-12-03,0624,N20,VIIRS,n,2.0NRT,308.77,7.41,D
18.07463,102.95361,331.9,0.39,0.36,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.26,1.42,D
17.63661,100.13561,330.62,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.86,2.13,D
19.47027,100.3463,339.99,0.4,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.21,3.72,D
19.50111,100.30138,329.9,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.76,2.1,D
19.53475,100.16029,334.73,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.33,1.96,D
19.5205,100.03147,332.57,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.21,3.09,D
19.55211,100.1174,333.73,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.67,3.89,D
19.6491,100.50145,335.14,0.4,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.08,2.87,D
19.67186,100.24667,328.49,0.41,0.37,2025-12-03,0624,N20,VIIRS,l,2.0NRT,302.62,2.59,D
19.71914,100.28149,330.92,0.4,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.88,3.07,D
19.57177,99.34335,330.78,0.44,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,296.5,6.26,D
19.75897,100.31367,334.17,0.4,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.81,3.93,D
19.70606,99.98626,331.05,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,298.82,4.19,D
19.71436,99.54558,329.46,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,297.63,2.95,D
19.94679,100.29952,327.57,0.4,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.85,1.86,D
19.92505,99.75735,326,0.42,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,297.46,1.83,D
19.9244,99.75343,326.23,0.42,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,298.89,2.64,D
20.07389,100.32739,329.06,0.4,0.37,2025-12-03,0624,N20,VIIRS,l,2.0NRT,301.92,1.23,D
20.08365,100.34517,332.06,0.4,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.37,1.85,D
19.98646,99.68125,329.83,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,295.46,3.76,D
20.12311,100.38454,328.15,0.4,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.39,2.34,D
20.18125,100.42464,331.6,0.4,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.49,3.7,D
20.12111,99.96702,331.55,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,298.39,3.57,D
20.05076,99.53821,330.97,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,296.95,3.61,D
20.2294,100.53247,331.21,0.4,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,298.6,4.23,D
20.1506,99.84542,325.9,0.41,0.37,2025-12-03,0624,N20,VIIRS,l,2.0NRT,299.48,1.12,D
20.26172,100.39839,332.98,0.4,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.06,2.39,D
20.22688,100.05515,329.19,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.09,1.36,D
20.1975,99.76844,329.35,0.42,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,297.81,2.22,D
20.24734,99.92388,332.74,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.57,2.58,D
15.55325,100.5369,341.22,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.22,5.25,D
16.04094,102.13258,337.56,0.39,0.36,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.23,5.45,D
16.09443,102.59078,334.87,0.38,0.36,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.36,3.02,D
16.11956,102.99962,332.42,0.38,0.36,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.3,2.43,D
15.67431,100.63387,333.4,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.16,1.31,D
15.58092,100.12688,341.12,0.44,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.84,3.68,D
15.54071,100.2767,330.81,0.44,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,305.13,3.12,D
15.55672,100.53629,332.79,0.43,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,303.44,3.28,D
14.97598,100.98412,349.13,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.36,2.79,D
14.97536,100.98029,335.46,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.74,2.94,D
14.9794,100.98353,331.95,0.42,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.52,2.79,D
15.53799,104.60934,334.61,0.4,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.48,2.12,D
14.9958,100.71735,342.54,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,306.46,6.12,D
14.99645,100.72129,355.9,0.43,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,306.24,6.12,D
14.9999,100.72068,349.46,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,306,5.48,D
14.99862,100.7128,348.36,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,306.13,8.37,D
14.99798,100.70887,347.26,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,304.47,8.37,D
14.99926,100.71674,356.31,0.43,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,306.11,5.48,D
15.00143,100.70826,347.31,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.72,8.37,D
14.91134,100.15957,332.21,0.45,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.12,2.38,D
15.00489,100.70764,334.78,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.7,2.18,D
15.52498,104.03862,333.16,0.39,0.36,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.25,1.48,D
14.89315,99.91676,333.92,0.46,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.52,2.93,D
15.09993,101.03439,338.55,0.42,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.63,3.04,D
15.09932,101.03056,346.37,0.42,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.86,2.49,D
15.10273,101.02998,335.35,0.42,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.54,2.49,D
15.1027,101.03006,333.33,0.42,0.37,2025-12-03,0624,N20,VIIRS,l,2.0NRT,303.61,2.74,D
14.98133,100.25399,335.9,0.45,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.44,5.38,D
15.05665,100.64214,347.18,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,304.58,5.5,D
15.38394,102.65147,330.34,0.39,0.36,2025-12-03,0624,N20,VIIRS,n,2.0NRT,299.61,2.68,D
15.40707,102.58195,344.1,0.39,0.36,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.83,6.14,D
15.12234,100.69565,348.97,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,303.94,3.07,D
15.1217,100.69172,337.3,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,304.68,2.49,D
15.12232,100.16261,333.33,0.45,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.37,11.05,D
15.14684,100.28899,332.83,0.44,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.82,3.16,D
15.12048,100.10761,334.13,0.45,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.73,3.31,D
15.32915,101.19485,332.21,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.5,2.21,D
15.33314,101.19805,331.06,0.41,0.37,2025-12-03,0624,N20,VIIRS,l,2.0NRT,301.79,2.28,D
15.33713,101.20125,332.07,0.41,0.37,2025-12-03,0624,N20,VIIRS,l,2.0NRT,302.21,2.25,D
15.33593,101.1937,338.17,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.21,2.23,D
15.34052,101.20068,335.24,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.55,2.25,D
15.33932,101.19312,345.01,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.69,2.23,D
15.32727,101.11745,337.39,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.44,0.88,D
15.34271,101.19254,331.98,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,301.33,1.69,D
15.15976,100.01934,332.23,0.45,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.83,3.21,D
15.34215,101.09858,332.16,0.41,0.37,2025-12-03,0624,N20,VIIRS,l,2.0NRT,302.41,2.48,D
15.34091,101.09097,331.5,0.41,0.37,2025-12-03,0624,N20,VIIRS,l,2.0NRT,301.79,1.33,D
15.24842,100.52772,331.02,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.32,1.76,D
15.21324,100.27302,332.38,0.44,0.39,2025-12-03,0624,N20,VIIRS,n,2.0NRT,300.92,4.88,D
15.3105,100.55791,334.84,0.43,0.38,2025-12-03,0624,N20,VIIRS,l,2.0NRT,306.63,2.38,D
15.87618,104.00441,340.71,0.39,0.36,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.21,12.78,D
15.36596,100.62225,335.84,0.43,0.38,2025-12-03,0624,N20,VIIRS,n,2.0NRT,302.73,2.25,D
15.46055,101.11371,337.62,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.21,3.69,D
15.45993,101.10992,336.48,0.41,0.37,2025-12-03,0624,N20,VIIRS,n,2.0NRT,305.62,3.13,D
20.25778,99.91853,329.41,0.41,0.37,2025-12-03,0626,N20,VIIRS,n,2.0NRT,301.94,2.4,D
20.30923,100.26496,335.09,0.4,0.37,2025-12-03,0626,N20,VIIRS,n,2.0NRT,300.67,3.23,D
20.25687,99.91813,332.28,0.41,0.37,2025-12-03,0626,N20,VIIRS,n,2.0NRT,301.86,1.5,D
20.28768,100.0366,332.21,0.41,0.37,2025-12-03,0626,N20,VIIRS,n,2.0NRT,301.76,4.3,D
20.29296,99.98393,325.82,0.41,0.37,2025-12-03,0626,N20,VIIRS,n,2.0NRT,300.49,1.43,D
20.27019,99.56884,327.27,0.42,0.38,2025-12-03,0626,N20,VIIRS,n,2.0NRT,296.42,2.02,D
20.2978,99.71523,326.9,0.42,0.37,2025-12-03,0626,N20,VIIRS,n,2.0NRT,295.49,3.2,D
20.35018,99.99332,331.8,0.41,0.37,2025-12-03,0626,N20,VIIRS,n,2.0NRT,299.81,2.69,D
20.34791,99.95788,325.56,0.41,0.37,2025-12-03,0626,N20,VIIRS,n,2.0NRT,300.29,1.42,D
20.37658,99.9845,345,0.41,0.37,2025-12-03,0626,N20,VIIRS,n,2.0NRT,301.56,6.87,D
20.37755,99.98447,337.56,0.41,0.37,2025-12-03,0626,N20,VIIRS,n,2.0NRT,300.27,3.23,D
20.49877,99.89397,302.96,0.39,0.36,2025-12-03,1853,N20,VIIRS,n,2.0NRT,288.08,0.54,N
20.18926,100.27344,303.95,0.39,0.36,2025-12-03,1853,N20,VIIRS,n,2.0NRT,286.09,0.61,N
20.08391,100.36034,304.9,0.39,0.36,2025-12-03,1853,N20,VIIRS,n,2.0NRT,287.16,0.56,N
18.41032,103.30318,321.88,0.44,0.39,2025-12-03,1853,N20,VIIRS,n,2.0NRT,289.86,1.96,N
18.41103,103.29903,308.26,0.44,0.39,2025-12-03,1853,N20,VIIRS,n,2.0NRT,289.19,1.46,N
18.03748,103.82975,327.82,0.47,0.4,2025-12-03,1855,N20,VIIRS,n,2.0NRT,289.13,1.83,N
17.83375,104.46197,299.72,0.51,0.41,2025-12-03,1855,N20,VIIRS,n,2.0NRT,288.43,0.68,N
17.57315,104.48022,309.58,0.52,0.41,2025-12-03,1855,N20,VIIRS,n,2.0NRT,288.67,1.38,N
17.57235,104.48362,308.98,0.52,0.41,2025-12-03,1855,N20,VIIRS,n,2.0NRT,289.15,0.84,N
18.14259,98.36512,303.4,0.41,0.37,2025-12-03,1855,N20,VIIRS,n,2.0NRT,287.23,0.75,N
17.15162,101.64928,302.78,0.4,0.37,2025-12-03,1855,N20,VIIRS,n,2.0NRT,289.48,0.51,N
17.12623,101.69849,299.03,0.4,0.37,2025-12-03,1855,N20,VIIRS,n,2.0NRT,288.36,0.28,N
14.73902,101.03725,308.6,0.4,0.37,2025-12-03,1855,N20,VIIRS,n,2.0NRT,294.01,0.91,N
14.65081,101.0376,313.85,0.4,0.37,2025-12-03,1855,N20,VIIRS,n,2.0NRT,294.1,1.48,N
14.65021,101.04128,311.73,0.4,0.37,2025-12-03,1855,N20,VIIRS,n,2.0NRT,294.33,1.48,N
14.6305,101.09837,308.53,0.4,0.37,2025-12-03,1855,N20,VIIRS,n,2.0NRT,291.95,0.87,N
14.67567,100.80111,310.6,0.4,0.37,2025-12-03,1855,N20,VIIRS,n,2.0NRT,296.32,2.1,N
14.56924,100.76424,316.47,0.4,0.37,2025-12-03,1855,N20,VIIRS,n,2.0NRT,296.8,1.53,N
13.67213,102.71684,305.02,0.47,0.4,2025-12-03,1855,N20,VIIRS,n,2.0NRT,290.63,0.82,N
13.66852,102.71619,309.27,0.47,0.4,2025-12-03,1855,N20,VIIRS,n,2.0NRT,290.46,0.82,N
13.58352,101.41556,305.68,0.42,0.38,2025-12-03,1855,N20,VIIRS,n,2.0NRT,290.85,0.58,N
13.42618,101.57885,310.33,0.42,0.38,2025-12-03,1855,N20,VIIRS,n,2.0NRT,289.99,0.93,N
13.56407,100.24721,309.1,0.39,0.36,2025-12-03,1855,N20,VIIRS,n,2.0NRT,293.92,1.05,N
12.78067,99.95603,303.75,0.39,0.36,2025-12-03,1855,N20,VIIRS,n,2.0NRT,292.36,0.7,N
8.11019,99.17499,306.89,0.39,0.36,2025-12-03,1857,N20,VIIRS,n,2.0NRT,290.82,0.46,N
6.50565,100.40625,302.39,0.44,0.39,2025-12-03,1857,N20,VIIRS,n,2.0NRT,289.57,0.37,N
17.23234,104.93307,347.55,0.43,0.38,2025-12-04,0603,N20,VIIRS,n,2.0NRT,297.15,5.48,D
16.20058,102.54594,335.32,0.38,0.43,2025-12-04,0603,N20,VIIRS,n,2.0NRT,293.92,3.29,D
15.6691,99.68111,328.63,0.6,0.53,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.59,3.18,D
15.97789,100.40028,341.92,0.53,0.5,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.98,9.13,D
15.65254,98.55701,330.12,0.35,0.57,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.31,2.52,D
15.65377,98.55643,329.04,0.35,0.57,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.24,2.54,D
15.95584,100.06217,333.83,0.56,0.51,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.94,4.21,D
15.95898,100.00306,339.42,0.56,0.52,2025-12-04,0603,N20,VIIRS,n,2.0NRT,295.92,2.85,D
16.14744,100.26997,339.83,0.53,0.5,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.36,6.2,D
16.81554,103.53663,340.41,0.5,0.41,2025-12-04,0603,N20,VIIRS,n,2.0NRT,296.15,4.87,D
16.25613,100.14196,336,0.54,0.51,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.96,4.39,D
16.498,101.1949,327.51,0.46,0.47,2025-12-04,0603,N20,VIIRS,n,2.0NRT,295.45,1.85,D
17.2345,104.92453,336.14,0.43,0.38,2025-12-04,0603,N20,VIIRS,n,2.0NRT,295.38,3.99,D
16.50871,100.00517,339.9,0.55,0.51,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.98,5.17,D
16.51912,100.03436,340.53,0.54,0.51,2025-12-04,0603,N20,VIIRS,n,2.0NRT,296.46,15.69,D
16.54181,100.12794,332.01,0.54,0.51,2025-12-04,0603,N20,VIIRS,n,2.0NRT,293.4,4.51,D
16.81174,101.30832,326.88,0.45,0.47,2025-12-04,0603,N20,VIIRS,n,2.0NRT,295.26,1.63,D
16.63772,100.23207,329.06,0.53,0.5,2025-12-04,0603,N20,VIIRS,n,2.0NRT,295.58,3.86,D
12.92604,101.15573,330.99,0.53,0.5,2025-12-04,0603,N20,VIIRS,n,2.0NRT,293.21,5.12,D
13.09053,101.33418,343.03,0.52,0.5,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.52,24.23,D
13.88317,102.11704,339.45,0.44,0.46,2025-12-04,0603,N20,VIIRS,n,2.0NRT,292.57,3.71,D
13.8874,102.11626,343.37,0.44,0.46,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.93,6.97,D
14.47407,103.94897,331.18,0.51,0.41,2025-12-04,0603,N20,VIIRS,n,2.0NRT,291.98,3.38,D
14.60818,100.84275,331.09,0.52,0.5,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.29,6.19,D
15.19164,100.02732,339.79,0.58,0.52,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.4,13.96,D
15.66544,100.65076,329.48,0.51,0.5,2025-12-04,0603,N20,VIIRS,n,2.0NRT,290.75,4.15,D
16.18881,103.38085,329.45,0.52,0.41,2025-12-04,0603,N20,VIIRS,n,2.0NRT,294.83,3.91,D
16.1839,103.35217,329.75,0.52,0.41,2025-12-04,0603,N20,VIIRS,n,2.0NRT,286.59,3.92,D
18.87832,99.53729,325.69,0.53,0.5,2025-12-04,0605,N20,VIIRS,n,2.0NRT,297.51,3.62,D
20.3357,99.95432,326.31,0.47,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,299.17,2.2,D
18.87906,99.54021,325.53,0.53,0.5,2025-12-04,0605,N20,VIIRS,n,2.0NRT,298.13,2.14,D
20.2969,99.93971,327.73,0.47,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,297.87,1.85,D
18.68854,97.92181,332.61,0.34,0.56,2025-12-04,0605,N20,VIIRS,n,2.0NRT,297.85,2.7,D
19.31949,100.64939,339.09,0.44,0.46,2025-12-04,0605,N20,VIIRS,n,2.0NRT,297.01,4.45,D
19.93802,99.92194,338.69,0.48,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,297.52,2.7,D
19.93854,99.92336,333.95,0.48,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,297.62,2.65,D
20.20957,100.03005,343.57,0.47,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,298.29,4.59,D
20.21217,100.02034,327.08,0.47,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,297.79,4.04,D
20.21647,100.01942,337.17,0.47,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,297.08,4.04,D
17.42369,102.58908,334.2,0.55,0.43,2025-12-04,0605,N20,VIIRS,n,2.0NRT,298.36,3.7,D
17.50595,98.56094,333.16,0.33,0.55,2025-12-04,0605,N20,VIIRS,n,2.0NRT,293.47,1.97,D
18.0779,100.13206,341.12,0.5,0.49,2025-12-04,0605,N20,VIIRS,n,2.0NRT,302.07,3.55,D
18.34085,100.29544,326.62,0.49,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,299.67,1.69,D
19.03041,100.92549,335.69,0.43,0.46,2025-12-04,0605,N20,VIIRS,n,2.0NRT,301.2,3.86,D
19.31896,100.64672,335.81,0.44,0.46,2025-12-04,0605,N20,VIIRS,n,2.0NRT,296.61,4.32,D
19.20759,99.97962,329.57,0.49,0.49,2025-12-04,0605,N20,VIIRS,n,2.0NRT,298.75,2.24,D
19.20312,99.9567,332.75,0.49,0.49,2025-12-04,0605,N20,VIIRS,n,2.0NRT,298.89,3.2,D
19.46837,101.25558,338.48,0.41,0.45,2025-12-04,0605,N20,VIIRS,n,2.0NRT,297.35,6.72,D
18.8782,98.10856,332.45,0.33,0.55,2025-12-04,0605,N20,VIIRS,n,2.0NRT,294.49,2.89,D
19.34167,100.15783,335,0.48,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,299.83,4.59,D
19.34237,100.15783,335.03,0.48,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,299.46,4.25,D
19.39438,100.14669,326.29,0.48,0.48,2025-12-04,0605,N20,VIIRS,l,2.0NRT,300.4,3.65,D
19.40127,100.15913,325.3,0.47,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,299.73,2.74,D
19.39957,100.15022,337.45,0.47,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,300.4,5.38,D
19.60156,101.06699,337.57,0.41,0.45,2025-12-04,0605,N20,VIIRS,n,2.0NRT,296.66,4.01,D
19.4334,100.13834,340.97,0.48,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,299.95,8.54,D
19.25998,99.15566,325.2,0.55,0.51,2025-12-04,0605,N20,VIIRS,n,2.0NRT,298.28,2.97,D
19.43474,100.14008,335.27,0.47,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,298.79,2.34,D
19.47357,100.20073,327.19,0.47,0.48,2025-12-04,0605,N20,VIIRS,l,2.0NRT,300.57,1.88,D
19.44164,99.53345,334.93,0.52,0.5,2025-12-04,0605,N20,VIIRS,n,2.0NRT,295,4.65,D
19.55022,99.93991,326.62,0.49,0.48,2025-12-04,0605,N20,VIIRS,n,2.0NRT,295.11,2.71,D
19.50692,99.71751,327.47,0.5,0.49,2025-12-04,0605,N20,VIIRS,l,2.0NRT,298.46,3.98,D
19.32916,98.67214,351.12,0.59,0.53,2025-12-04,0605,N20,VIIRS,n,2.0NRT,295.92,11.29,D
